uniqueID,name,gender,partyName,year_elected
Child1921,"Child, Joan",female,Australian Labor Party,1974
Child1921,"Child, Joan",female,Australian Labor Party,1980
Childs1934,"Childs, Bruce",male,Australian Labor Party,NA
Chipp1925,"Chipp, Don",male,Australian Democrats,1960
Chipp1925,"Chipp, Don",male,Australian Democrats,1969
Chipp1925,"Chipp, Don",male,Independent,1960
Chipp1925,"Chipp, Don",male,Independent,1969
Chipp1925,"Chipp, Don",male,Liberal Party of Australia,1960
Chipp1925,"Chipp, Don",male,Liberal Party of Australia,1969
Chisholm1978,"Chisholm, Anthony",male,Australian Labor Party,NA
Chresby1908,"Chresby, Arthur",male,Liberal Party of Australia,1958
Christensen1978,"Christensen, George",male,The Nationals,2010
Chynoweth1941,"Chynoweth, Bob",male,Australian Labor Party,1984
Chynoweth1941,"Chynoweth, Bob",male,Australian Labor Party,1993
Chynoweth1941,"Chynoweth, Bob",male,Australian Labor Party,1983
Ciccone1983,"Ciccone, Raff",male,Australian Labor Party,NA
Ciobo1974,"Ciobo, Steve",male,Liberal Party of Australia,2001
Clare1972,"Clare, Jason",male,Australian Labor Party,2007
Clarey1890,"Clarey, Percy",male,Australian Labor Party,1949
Clark1897,"Clark, Joe",male,Australian Labor Party,1934
Clark1897,"Clark, Joe",male,Lang Labor Party,1934
Clarke1857,"Clarke, Francis",male,Protectionist Party,1901
Clasby1891,"Clasby, John",male,United Australia Party,1931
Clay1900,"Clay, Lionel",male,Australian Labor Party,1958
Claydon1964,"Claydon, Sharon",female,Australian Labor Party,2013
Clayton1942,"Clayton, Gareth",male,Australian Labor Party,1974
Cleary1952,"Cleary, Phil",male,Independent,1992
Cleary1952,"Cleary, Phil",male,Independent,1993
Cleaver1917,"Cleaver, Richard",male,Liberal Party of Australia,1955
Cleeland1938,"Cleeland, Peter",male,Australian Labor Party,1984
Cleeland1938,"Cleeland, Peter",male,Australian Labor Party,1993
Clemons1862,"Clemons, John",male,Anti-Socialist Party,NA
Clemons1862,"Clemons, John",male,Free Trade,NA
Clemons1862,"Clemons, John",male,Liberal Party of Australia,NA
Clothier1877,"Clothier, Robert",male,Australian Labor Party,NA
Coates1944,"Coates, John",male,Australian Labor Party,1972
Cobb1945,"Cobb, Michael",male,National Party of Australia,1984
Cobb1950,"Cobb, John",male,The Nationals,2007
Cobb1950,"Cobb, John",male,The Nationals,2001
Cobb1950,"Cobb, John",male,National Party of Australia,2007
Cobb1950,"Cobb, John",male,National Party of Australia,2001
Cockle1908,"Cockle, John",male,Liberal Party of Australia,1961
Cohen1918,"Cohen, Sam",male,Australian Labor Party,NA
Cohen1935,"Cohen, Barry",male,Australian Labor Party,1969
Coker1962,"Coker, Libby",female,Australian Labor Party,2019
Colbeck1958,"Colbeck, Richard",male,Liberal Party of Australia,NA
Cole1908,"Cole, George",male,Australian Labor Party,NA
Cole1908,"Cole, George",male,Australian Labor Party (Anti-Communist),NA
Cole1908,"Cole, George",male,Democratic Labor Party,NA
Colebatch1872,"Colebatch, Hal",male,Nationalist Party,NA
Coleman1892,"Coleman, Percy",male,Australian Labor Party,1922
Coleman1928,"Coleman, Peter",male,Liberal Party of Australia,1981
Coleman1931,"Coleman, Ruth",female,Australian Labor Party,NA
Coleman1974,"Coleman, David",male,Liberal Party of Australia,2013
Coles1892,"Coles, Arthur",male,Independent,1940
Collard1912,"Collard, Fred",male,Australian Labor Party,1961
Collard1936,"Collard, Stan",male,National Country Party,NA
Collard1936,"Collard, Stan",male,National Party of Australia,NA
Collett1877,"Collett, Herbert",male,Nationalist Party,NA
Collett1877,"Collett, Herbert",male,United Australia Party,NA
Collings1865,"Collings, Joe",male,Australian Labor Party,NA
Collings1865,"Collings, Joe",male,Federal Labor Party,NA
Collins1878,"Collins, Maurice",male,Australian Country Party,1928
Collins1886,"Collins, Tom",male,Australian Country Party,1931
Collins1946,"Collins, Bob",male,Australian Labor Party,NA
Collins1962,"Collins, Jacinta",female,Australian Labor Party,NA
Collins1971,"Collins, Julie",female,Australian Labor Party,2007
Colston1938,"Colston, Mal",male,Australian Labor Party,NA
Colston1938,"Colston, Mal",male,Independent,NA
Comber1919,"Comber, Jack",male,Australian Labor Party,1961
Combet1958,"Combet, Greg",male,Australian Labor Party,2007
Conaghan1971,"Conaghan, Pat",male,The Nationals,2019
Conelan1895,"Conelan, William",male,Australian Labor Party,1939
Connelly1978,"Connelly, Vince",male,Liberal Party of Australia,NA
Connolly1939,"Connolly, David",male,Liberal Party of Australia,1974
Connor1907,"Connor, Rex",male,Australian Labor Party,1963
Conquest1930,"Conquest, Bryan",male,National Party of Australia,1984
Conroy1864,"Conroy, Alfred",male,Free Trade,1901
Conroy1864,"Conroy, Alfred",male,Free Trade,1913
Conroy1864,"Conroy, Alfred",male,Liberal Party of Australia,1901
Conroy1864,"Conroy, Alfred",male,Liberal Party of Australia,1913
Conroy1963,"Conroy, Stephen",male,Australian Labor Party,NA
Conroy1979,"Conroy, Pat",male,Australian Labor Party,2013
Conroy1979,"Conroy, Pat",male,Australian Labor Party,2016
Considine1885,"Considine, Michael",male,Australian Labor Party,1917
Considine1885,"Considine, Michael",male,Independent Labor,1917
Cook1860,"Cook, Joseph",male,Anti-Socialist Party,1901
Cook1860,"Cook, Joseph",male,Free Trade,1901
Cook1860,"Cook, Joseph",male,Liberal Party of Australia,1901
Cook1860,"Cook, Joseph",male,Nationalist Party,1901
Cook1868,"Cook, Robert",male,Australian Country Party,1919
Cook1868,"Cook, Robert",male,Victorian Farmers Union,1919
Cook1943,"Cook, Peter",male,Australian Labor Party,NA
Cooke1847,"Cooke, Samuel",male,Free Trade,1901
Cooke1904,"Cooke, Joe",male,Australian Labor Party,NA
Cooke1938,"Cooke, Marshall",male,Liberal Party of Australia,1972
Coon1869,"Coon, Jabez",male,Protectionist Party,1906
Coonan1947,"Coonan, Helen",female,Liberal Party of Australia,NA
Cooney1934,"Cooney, Barney",male,Australian Labor Party,NA
Cooper1888,"Cooper, Walter",male,Australian Country Party,NA
Cooper1888,"Cooper, Walter",male,Nationalist Party,NA
Cope1907,"Cope, Jim",male,Australian Labor Party,1955
Cope1907,"Cope, Jim",male,Australian Labor Party,1969
Cope1907,"Cope, Jim",male,Australian Labor Party,1955
Corbett1906,"Corbett, James",male,Australian Country Party,1966
Corbett1906,"Corbett, James",male,National Country Party,1966
Corboy1896,"Corboy, Ted",male,Australian Labor Party,1918
Corcoran1951,"Corcoran, Ann",female,Australian Labor Party,2000
Cormack1906,"Cormack, Magnus",male,Liberal Party of Australia,NA
Cormann1970,"Cormann, Mathias",male,Liberal Party of Australia,NA
Corser1852,"Corser, Edward",male,Liberal Party of Australia,1915
Corser1852,"Corser, Edward",male,Nationalist Party,1915
Corser1882,"Corser, Bernard",male,Australian Country Party,1928
Costa1900,"Costa, Dominic",male,Australian Labor Party,1949
Costello1957,"Costello, Peter",male,Liberal Party of Australia,1990
Cotter1935,"Cotter, Mick",male,Liberal Party of Australia,1975
Cotton1915,"Cotton, Bob",male,Liberal Party of Australia,NA
Coulter1930,"Coulter, John",male,Australian Democrats,NA
Coulton1958,"Coulton, Mark",male,The Nationals,2007
Courtenay1879,"Courtenay, Lionel",male,United Australia Party,NA
Courtice1885,"Courtice, Ben",male,Australian Labor Party,NA
Courtice1950,"Courtice, Brian",male,Australian Labor Party,1987
Courtnay1903,"Courtnay, Frank",male,Australian Labor Party,1958
Coutts1908,"Coutts, Wilfred",male,Australian Labor Party,1954
Coutts1908,"Coutts, Wilfred",male,Australian Labor Party,1961
Cowan1926,"Cowan, Bruce",male,National Country Party,1980
Cowan1926,"Cowan, Bruce",male,National Party of Australia,1980
Cox1863,"Cox, Charles",male,Nationalist Party,NA
Cox1863,"Cox, Charles",male,United Australia Party,NA
Cox1954,"Cox, David",male,Australian Labor Party,1998
Cox1977,"Cox, Dorinda",female,Australian Greens,NA
Cramer1897,"Cramer, John",male,Liberal Party of Australia,1949
Crane1941,"Crane, Arthur",male,Liberal Party of Australia,NA
Crawford1865,"Crawford, Thomas",male,Nationalist Party,NA
Crawford1865,"Crawford, Thomas",male,United Australia Party,NA
Crawford1947,"Crawford, Mary",female,Australian Labor Party,1987
Crean1916,"Crean, Frank",male,Australian Labor Party,1951
Crean1949,"Crean, Simon",male,Australian Labor Party,1990
Cremean1907,"Cremean, Jack",male,Australian Labor Party,1949
Cremean1907,"Cremean, Jack",male,Australian Labor Party (Anti-Communist),1949
Crewther1983,"Crewther, Chris",male,Liberal Party of Australia,2016
CrichtonBrowne1944,"Crichton-Browne, Noel",male,Independent Liberal,NA
CrichtonBrowne1944,"Crichton-Browne, Noel",male,Liberal Party of Australia,NA
Critchley1892,"Critchley, Jack",male,Australian Labor Party,NA
Croft1871,"Croft, John",male,Australian Labor Party,NA
Crook1959,"Crook, Tony",male,National Party of Australia (WA),2010
Crosio1939,"Crosio, Janice",female,Australian Labor Party,1990
Cross1929,"Cross, Manfred",male,Australian Labor Party,1961
Cross1929,"Cross, Manfred",male,Australian Labor Party,1980
Crossin1956,"Crossin, Trish",female,Australian Labor Party,NA
Crouch1868,"Crouch, Richard",male,Australian Labor Party,1929
Crouch1868,"Crouch, Richard",male,Australian Labor Party,1901
Crouch1868,"Crouch, Richard",male,Protectionist Party,1929
Crouch1868,"Crouch, Richard",male,Protectionist Party,1901
Crowley1938,"Crowley, Rosemary",female,Australian Labor Party,NA
Cruickshank1853,"Cruickshank, George",male,Protectionist Party,1901
Culleton1964,"Culleton, Rod",male,Independent,NA
Culleton1964,"Culleton, Rod",male,Pauline Hansons One Nation,NA
Culley1877,"Culley, Charles",male,Australian Labor Party,1928
Culpin1846,"Culpin, Millice",male,Australian Labor Party,1903
Cunningham1879,"Cunningham, James",male,Australian Labor Party,NA
Cunningham1889,"Cunningham, Lou",male,Australian Labor Party,1919
Cunningham1889,"Cunningham, Lou",male,Australian Labor Party,1929
Cunningham1939,"Cunningham, Barry",male,Australian Labor Party,1980
Cunningham1939,"Cunningham, Barry",male,Australian Labor Party,1993
Curtin1885,"Curtin, John",male,Australian Labor Party,1928
Curtin1885,"Curtin, John",male,Australian Labor Party,1934
Curtin1885,"Curtin, John",male,Australian Labor Party,1928
Curtin1885,"Curtin, John",male,Australian Labor Party,1934
Curtin1885,"Curtin, John",male,Federal Labor Party,1928
Curtin1885,"Curtin, John",male,Federal Labor Party,1934
Curtin1898,"Curtin, Dan",male,Australian Labor Party,1955
Curtin1898,"Curtin, Dan",male,Australian Labor Party,1949
Cusack1868,"Cusack, John",male,Australian Labor Party,1929
Daly1891,"Daly, John",male,Australian Labor Party,NA
Daly1912,"Daly, Fred",male,Australian Labor Party,1949
Daly1912,"Daly, Fred",male,Australian Labor Party,1943
Danby1955,"Danby, Michael",male,Australian Labor Party,1998
Dankel1864,"Dankel, George",male,Australian Labor Party,1913
Dankel1864,"Dankel, George",male,Nationalist Party,1913
Darcey1870,"Darcey, Richard",male,Australian Labor Party,NA
Dargavel1966,"Dargavel, Steve",male,Australian Labor Party,1997
Darling1936,"Darling, Elaine",female,Australian Labor Party,1980
Dastyari1983,"Dastyari, Sam",male,Australian Labor Party,NA
DAth1970,"D'Ath, Yvette",female,Australian Labor Party,2007
Davey1972,"Davey, Perin",female,The Nationals,NA
Davidson1897,"Davidson, Charles",male,Australian Country Party,1946
Davidson1897,"Davidson, Charles",male,Australian Country Party,1949
Davidson1897,"Davidson, Charles",male,Liberal Party of Australia,1946
Davidson1897,"Davidson, Charles",male,Liberal Party of Australia,1949
Davidson1915,"Davidson, Gordon",male,Liberal Party of Australia,NA
Davies1884,"Davies, Billy",male,Australian Labor Party,1949
Davies1919,"Davies, Ron",male,Australian Labor Party,1958
Davis1900,"Davis, Frank",male,Liberal Party of Australia,1949
Dawkins1947,"Dawkins, Joe",male,Australian Labor Party,1977
Dawkins1947,"Dawkins, Joe",male,Australian Labor Party,1974
Dawson1863,"Dawson, Anderson",male,Australian Labor Party,NA
Day1952,"Day, Bob",male,Family First Party,NA
Deahm1938,"Deahm, Maggie",female,Australian Labor Party,1993
Deakin1856,"Deakin, Alfred",male,Liberal Party of Australia,1901
Deakin1856,"Deakin, Alfred",male,Protectionist Party,1901
Dean1913,"Dean, Roger",male,Liberal Party of Australia,1949
Dean1942,"Dean, Gordon",male,Liberal Party of Australia,1977
Debus1943,"Debus, Bob",male,Australian Labor Party,2007
Dedman1896,"Dedman, John",male,Australian Labor Party,1940
Dein1889,"Dein, Dick",male,United Australia Party,1931
Dein1889,"Dein, Dick",male,United Australia Party,1931
deLargie1859,"de Largie, Hugh",male,Australian Labor Party,NA
deLargie1859,"de Largie, Hugh",male,Nationalist Party,NA
Denman1937,"Denman, Kay",female,Australian Labor Party,NA
Dennis1870,"Dennis, Samuel",male,United Australia Party,1931
Devereux1946,"Devereux, John",male,Australian Labor Party,NA
Devereux1946,"Devereux, John",male,Independent,NA
Devine1923,"Devine, Len",male,Australian Labor Party,1963
Devitt1921,"Devitt, Don",male,Australian Labor Party,NA
Devlin1898,"Devlin, Jack",male,Australian Labor Party,NA
Devlin1926,"Devlin, Ray",male,Australian Labor Party,NA
Dick1972,"Dick, Milton",male,Australian Labor Party,2016
DiNatale1970,"Di Natale, Richard",male,Australian Greens,NA
Dittmer1904,"Dittmer, Felix",male,Australian Labor Party,NA
Dobie1927,"Dobie, Don",male,Liberal Party of Australia,1969
Dobie1927,"Dobie, Don",male,Liberal Party of Australia,1975
Dobie1927,"Dobie, Don",male,Liberal Party of Australia,1966
Dobson1841,"Dobson, Henry",male,Free Trade,NA
Dobson1841,"Dobson, Henry",male,Tariff Reform Party,NA
Dodd1953,"Dodd, Peter",male,Australian Labor Party,1993
Dodson1948,"Dodson, Pat",male,Australian Labor Party,NA
Dondas1939,"Dondas, Nick",male,Country Liberal Party (Northern Territory),1996
Dooley1884,"Dooley, John",male,Australian Labor Party,NA
Downer1843,"Downer, John",male,Protectionist Party,NA
Downer1910,"Downer, Alick",male,Liberal Party of Australia,1949
Downer1951,"Downer, Alexander",male,Liberal Party of Australia,1984
Doyle1922,"Doyle, Frank",male,Australian Labor Party,1972
Drake1850,"Drake, James",male,Protectionist Party,NA
DrakeBrockman1884,"Drake-Brockman, Edmund",male,Nationalist Party,NA
DrakeBrockman1919,"Drake-Brockman, Thomas",male,Australian Country Party,NA
DrakeBrockman1919,"Drake-Brockman, Thomas",male,National Country Party,NA
Drakeford1878,"Drakeford, Arthur",male,Australian Labor Party,1934
Drakeford1878,"Drakeford, Arthur",male,Federal Labor Party,1934
Draper1959,"Draper, Trish",female,Liberal Party of Australia,1996
Dreyfus1956,"Dreyfus, Mark",male,Australian Labor Party,2007
Drum1960,"Drum, Kevin",male,The Nationals,2016
Drum1960,"Drum, Kevin",male,The Nationals,2019
Drummond1890,"Drummond, David",male,Australian Country Party,1949
Drummond1931,"Drummond, Peter",male,Liberal Party of Australia,1972
Drury1911,"Drury, Nigel",male,Liberal Party of Australia,1949
Drury1912,"Drury, Arnold",male,Australian Labor Party,NA
Dubois1940,"Dubois, Stephen",male,Australian Labor Party,1984
Duffy1938,"Duffy, Michael",male,Australian Labor Party,1980
Duncan1883,"Duncan, Walter",male,Nationalist Party,NA
Duncan1945,"Duncan, Peter",male,Australian Labor Party,1984
DuncanHughes1882,"Duncan-Hughes, Jack",male,Liberal Party of Australia,1922
DuncanHughes1882,"Duncan-Hughes, Jack",male,Liberal Party of Australia,1940
DuncanHughes1882,"Duncan-Hughes, Jack",male,Nationalist Party,1922
DuncanHughes1882,"Duncan-Hughes, Jack",male,Nationalist Party,1940
DuncanHughes1882,"Duncan-Hughes, Jack",male,United Australia Party,1922
DuncanHughes1882,"Duncan-Hughes, Jack",male,United Australia Party,1940
Duniam1982,"Duniam, Jonathon",male,Liberal Party of Australia,NA
Dunn1887,"Dunn, James",male,Australian Labor Party,NA
Dunn1887,"Dunn, James",male,Lang Labor Party,NA
Dunn1948,"Dunn, Irina",female,Independent,NA
Dunn1948,"Dunn, Irina",female,Nuclear Disarmament Party,NA
Durack1926,"Durack, Peter",male,Liberal Party of Australia,NA
Duthie1912,"Duthie, Gilbert",male,Australian Labor Party,1946
Dutton1970,"Dutton, Peter",male,Liberal Party of Australia,2001
Earle1865,"Earle, John",male,Nationalist Party,NA
Easson1955,"Easson, Mary",female,Australian Labor Party,1993
Edmonds1903,"Edmonds, Bill",male,Australian Labor Party,1946
Edwards1842,"Edwards, Richard",male,Anti-Socialist Party,1901
Edwards1842,"Edwards, Richard",male,Free Trade,1901
Edwards1842,"Edwards, Richard",male,Liberal Party of Australia,1901
Edwards1842,"Edwards, Richard",male,Protectionist Party,1901
Edwards1855,"Edwards, George",male,Free Trade,1910
Edwards1855,"Edwards, George",male,Free Trade,1901
Edwards1855,"Edwards, George",male,Liberal Party of Australia,1910
Edwards1855,"Edwards, George",male,Liberal Party of Australia,1901
Edwards1927,"Edwards, Harry",male,Liberal Party of Australia,1972
Edwards1945,"Edwards, Ron",male,Australian Labor Party,1983
Edwards1946,"Edwards, Graham",male,Australian Labor Party,1998
Edwards1962,"Edwards, Sean",male,Liberal Party of Australia,NA
Eggins1898,"Eggins, Jim",male,Australian Country Party,1949
Eggleston1941,"Eggleston, Alan",male,Liberal Party of Australia,NA
Einfeld1909,"Einfeld, Syd",male,Australian Labor Party,1961
Eldridge1872,"Eldridge, John",male,Australian Labor Party,1929
Eldridge1872,"Eldridge, John",male,Lang Labor Party,1929
Ellicott1927,"Ellicott, Bob",male,Liberal Party of Australia,1974
Elliot1967,"Elliot, Justine",female,Australian Labor Party,2004
Elliott1878,"Elliott, Harold",male,Nationalist Party,NA
Elliott1884,"Elliott, Robert",male,Australian Country Party,NA
Elliott1954,"Elliott, Paul",male,Australian Labor Party,1990
Ellis1946,"Ellis, Annette",female,Australian Labor Party,1998
Ellis1946,"Ellis, Annette",female,Australian Labor Party,1996
Ellis1977,"Ellis, Kate",female,Australian Labor Party,2004
Ellison1954,"Ellison, Chris",male,Liberal Party of Australia,NA
Elson1947,"Elson, Kay",female,Liberal Party of Australia,1996
Elstob1924,"Elstob, Ronald",male,Australian Labor Party,NA
Emerson1954,"Emerson, Craig",male,Australian Labor Party,1998
Enderby1926,"Enderby, Kep",male,Australian Labor Party,1970
Enderby1926,"Enderby, Kep",male,Australian Labor Party,1974
England1911,"England, John",male,Australian Country Party,1960
England1911,"England, John",male,National Country Party,1960
Entsch1950,"Entsch, Warren",male,Liberal Party of Australia,1996
Entsch1950,"Entsch, Warren",male,Liberal Party of Australia,2010
Erwin1917,"Erwin, Dudley",male,Liberal Party of Australia,1955
Evans1928,"Evans, Jack",male,Australian Democrats,NA
Evans1944,"Evans, Gareth",male,Australian Labor Party,1996
Evans1958,"Evans, Chris",male,Australian Labor Party,NA
Evans1981,"Evans, Trevor",male,Liberal Party of Australia,2016
EvansMartyn1953,"Evans, Martyn",male,Australian Labor Party,1994
EvansRichard1953,"Evans, Richard",male,Liberal Party of Australia,1993
Evatt1894,"Evatt, Herbert",male,Australian Labor Party,1940
Evatt1894,"Evatt, Herbert",male,Australian Labor Party,1958
Everett1917,"Everett, Merv",male,Australian Labor Party,NA
Everingham1923,"Everingham, Doug",male,Australian Labor Party,1967
Everingham1923,"Everingham, Doug",male,Australian Labor Party,1977
Everingham1943,"Everingham, Paul",male,Country Liberal Party (Northern Territory),1984
Ewert1918,"Ewert, Keith",male,Australian Labor Party,1952
Ewing1856,"Ewing, Thomas",male,Protectionist Party,1901
Ewing1870,"Ewing, Norman",male,Free Trade,NA
Fadden1894,"Fadden, Arthur",male,Australian Country Party,1936
Fadden1894,"Fadden, Arthur",male,Australian Country Party,1949
Fahey1945,"Fahey, John",male,Liberal Party of Australia,1996
Failes1899,"Failes, Laurie",male,Australian Country Party,1949
Fairbairn1855,"Fairbairn, George",male,Independent Protectionist,1906
Fairbairn1855,"Fairbairn, George",male,Liberal Party of Australia,1906
Fairbairn1855,"Fairbairn, George",male,Nationalist Party,1906
Fairbairn1897,"Fairbairn, James",male,United Australia Party,1933
Fairbairn1917,"Fairbairn, David",male,Liberal Party of Australia,1949
Fairhall1909,"Fairhall, Allen",male,Liberal Party of Australia,1949
Falconer1943,"Falconer, Peter",male,Liberal Party of Australia,1975
Falinski1970,"Falinski, Jason",male,Liberal Party of Australia,2016
Falkinder1921,"Falkinder, Bill",male,Liberal Party of Australia,1946
Falkiner1867,"Falkiner, Franc",male,Liberal Party of Australia,1917
Falkiner1867,"Falkiner, Franc",male,Liberal Party of Australia,1913
Falkiner1867,"Falkiner, Franc",male,Nationalist Party,1917
Falkiner1867,"Falkiner, Franc",male,Nationalist Party,1913
Falstein1914,"Falstein, Max",male,Australian Labor Party,1940
Farmer1962,"Farmer, Pat",male,Liberal Party of Australia,2001
Farrell1954,"Farrell, Don",male,Australian Labor Party,NA
Faruqi1963,"Faruqi, Mehreen",female,Australian Greens,NA
Fatin1941,"Fatin, Wendy",female,Australian Labor Party,1984
Fatin1941,"Fatin, Wendy",female,Australian Labor Party,1983
Faulkner1954,"Faulkner, John",male,Australian Labor Party,NA
Fawcett1963,"Fawcett, David",male,Liberal Party of Australia,2004
Feeney1970,"Feeney, David",male,Australian Labor Party,2013
Fenton1864,"Fenton, James",male,Australian Labor Party,1910
Fenton1864,"Fenton, James",male,United Australia Party,1910
Ferguson1830,"Ferguson, John",male,Free Trade,NA
Ferguson1943,"Ferguson, Alan",male,Liberal Party of Australia,NA
Ferguson1952,"Ferguson, Laurie",male,Australian Labor Party,1990
Ferguson1952,"Ferguson, Laurie",male,Australian Labor Party,2010
Ferguson1953,"Ferguson, Martin",male,Australian Labor Party,1996
Ferguson1974,"Ferguson, Michael",male,Liberal Party of Australia,2004
Ferricks1875,"Ferricks, Myles",male,Australian Labor Party,NA
Ferris1941,"Ferris, Jeannie",female,Liberal Party of Australia,NA
Field1910,"Field, Pat",male,Independent,NA
Fielding1960,"Fielding, Steve",male,Family First Party,NA
FierravantiWells1960,"Fierravanti-Wells, Connie",female,Liberal Party of Australia,NA
Fife1929,"Fife, Wal",male,Liberal Party of Australia,1975
Fife1929,"Fife, Wal",male,Liberal Party of Australia,1984
Fifield1967,"Fifield, Mitch",male,Liberal Party of Australia,NA
Filing1955,"Filing, Paul",male,Independent,1990
Filing1955,"Filing, Paul",male,Liberal Party of Australia,1990
Findley1864,"Findley, Edward",male,Australian Labor Party,NA
Finlay1887,"Finlay, Alex",male,Australian Labor Party,NA
Finlayson1867,"Finlayson, William",male,Australian Labor Party,1910
Fischer1946,"Fischer, Tim",male,National Party of Australia,1984
Fisher1862,"Fisher, Andrew",male,Australian Labor Party,1901
Fisher1936,"Fisher, Peter",male,Australian Country Party,1972
Fisher1936,"Fisher, Peter",male,National Country Party,1972
Fisher1936,"Fisher, Peter",male,National Party of Australia,1972
Fisher1962,"Fisher, Mary Jo",female,Liberal Party of Australia,NA
Fisken1897,"Fisken, Archibald",male,United Australia Party,1934
Fitzgerald1910,"Fitzgerald, Joe",male,Australian Labor Party,1949
Fitzgerald1910,"Fitzgerald, Joe",male,Australian Labor Party,1949
Fitzgibbon1936,"Fitzgibbon, Eric",male,Australian Labor Party,1984
Fitzgibbon1962,"Fitzgibbon, Joel",male,Australian Labor Party,1996
FitzPatrick1915,"FitzPatrick, John",male,Australian Labor Party,1969
FitzPatrick1915,"FitzPatrick, John",male,Australian Labor Party,1977
Fleming1874,"Fleming, William",male,Australian Country Party,1913
Fleming1874,"Fleming, William",male,Liberal Party of Australia,1913
Fleming1874,"Fleming, William",male,Nationalist Party,1913
Fleming1874,"Fleming, William",male,Nationalist and Farmers,1913
Fletcher1965,"Fletcher, Paul",male,Liberal Party of Australia,2009
Flint1978,"Flint, Nicolle",female,Liberal Party of Australia,2016
Foley1872,"Foley, George",male,Nationalist Party,1920
Foll1890,"Foll, Harry",male,Nationalist Party,NA
Foll1890,"Foll, Harry",male,United Australia Party,NA
Forbes1923,"Forbes, Jim",male,Liberal Party of Australia,1956
Ford1936,"Ford, Frank",male,Liberal Party of Australia,1990
Forde1890,"Forde, Frank",male,Australian Labor Party,1922
Forde1890,"Forde, Frank",male,Australian Labor Party,1922
Forde1890,"Forde, Frank",male,Federal Labor Party,1922
Foreman1933,"Foreman, Dominic",male,Australian Labor Party,NA
Forrest1847,"Forrest, John",male,Liberal Party of Australia,1901
Forrest1847,"Forrest, John",male,Nationalist Party,1901
Forrest1847,"Forrest, John",male,Protectionist Party,1901
Forrest1847,"Forrest, John",male,Western Australia Party,1901
Forrest1949,"Forrest, John (Alexander)",male,The Nationals,1993
Forrest1949,"Forrest, John (Alexander)",male,National Party of Australia,1993
Forshaw1952,"Forshaw, Michael",male,Australian Labor Party,NA
Foster1856,"Foster, Richard",male,Anti-Socialist Party,1909
Foster1856,"Foster, Richard",male,Liberal Party of Australia,1909
Foster1856,"Foster, Richard",male,Liberal Party of Australia,1909
Foster1856,"Foster, Richard",male,Nationalist Party,1909
Foster1856,"Foster, Richard",male,Nationalist Party,1909
Foster1872,"Foster, Francis",male,Australian Labor Party,1906
Foster1884,"Foster, George",male,Nationalist Party,NA
Foster1921,"Foster, Norm",male,Australian Labor Party,1969
Fowler1865,"Fowler, James",male,Australian Labor Party,1901
Fowler1865,"Fowler, James",male,Liberal Party of Australia,1901
Fowler1865,"Fowler, James",male,Nationalist Party,1901
Fox1912,"Fox, Max",male,Liberal Party of Australia,1955
Foxton1849,"Foxton, Justin",male,Anti-Socialist Party,1906
Francis1873,"Francis, Grosvenor",male,Nationalist Party,1925
Francis1881,"Francis, Frederick",male,Independent National(ist),1919
Francis1881,"Francis, Frederick",male,Nationalist Party,1919
Francis1890,"Francis, Josiah",male,Liberal Party of Australia,1922
Francis1890,"Francis, Josiah",male,Nationalist Party,1922
Francis1890,"Francis, Josiah",male,United Australia Party,1922
Fraser1832,"Fraser, Simon",male,Anti-Socialist Party,NA
Fraser1832,"Fraser, Simon",male,Protectionist Party,NA
Fraser1889,"Fraser, James",male,Australian Labor Party,NA
Fraser1892,"Fraser, Alexander",male,Liberal Party of Australia,NA
Fraser1902,"Fraser, Allan",male,Australian Labor Party,1943
Fraser1902,"Fraser, Allan",male,Australian Labor Party,1969
Fraser1908,"Fraser, Jim",male,Australian Labor Party,1951
Fraser1930,"Fraser, Malcolm",male,Liberal Party of Australia,1955
Frazer1880,"Frazer, Charlie",male,Australian Labor Party,1903
Free1943,"Free, Ross",male,Australian Labor Party,1984
Free1943,"Free, Ross",male,Australian Labor Party,1980
Freelander1953,"Freelander, Mike",male,Australian Labor Party,2016
Freeth1914,"Freeth, Gordon",male,Liberal Party of Australia,1949
Frost1882,"Frost, Charles",male,Australian Labor Party,1929
Frost1882,"Frost, Charles",male,Australian Labor Party,1934
Frost1882,"Frost, Charles",male,Australian Labor Party,1929
Frost1882,"Frost, Charles",male,Australian Labor Party,1934
Frost1882,"Frost, Charles",male,Federal Labor Party,1929
Frost1882,"Frost, Charles",male,Federal Labor Party,1934
Fry1920,"Fry, Ken",male,Australian Labor Party,1974
Frydenberg1971,"Frydenberg, Josh",male,Liberal Party of Australia,2010
Fuller1861,"Fuller, George",male,Anti-Socialist Party,1901
Fuller1861,"Fuller, George",male,Free Trade,1901
Fuller1861,"Fuller, George",male,Liberal Party of Australia,1901
Fuller1893,"Fuller, Arthur",male,Australian Labor Party,1943
Fuller1893,"Fuller, Arthur",male,Australian Labor Party,1951
Fuller1893,"Fuller, Arthur",male,Australian Labor Party,1961
Fulton1909,"Fulton, Bill",male,Australian Labor Party,1958
Furner1958,"Furner, Mark",male,Australian Labor Party,NA
Fysh1835,"Fysh, Philip",male,Anti-Socialist Party,1903
Fysh1835,"Fysh, Philip",male,Anti-Socialist Party,1901
Fysh1835,"Fysh, Philip",male,Free Trade,1903
Fysh1835,"Fysh, Philip",male,Free Trade,1901
