uniqueID,partyAbbrev,partyName,partySimplifiedName
Abbott1859,CP,Australian Country Party,Nationals
Abbott1869,CP,Australian Country Party,Nationals
Abbott1869,LIB,Liberal Party of Australia,Liberals
Abbott1869,NAT,Nationalist Party,Nationalist Party
Abbott1877,CP,Australian Country Party,Nationals
Abbott1886,CP,Australian Country Party,Nationals
Abbott1891,CP,Australian Country Party,Nationals
Abbott1957,LIB,Liberal Party of Australia,Liberals
Abel1939,LIB,Liberal Party of Australia,Liberals
Abetz1958,LIB,Liberal Party of Australia,Liberals
Adams1943,LIB,Liberal Party of Australia,Liberals
Adams1951,ALP,Australian Labor Party,Labor
Adamson1857,NAT,Nationalist Party,Nationalist Party
Adermann1896,CP,Australian Country Party,Nationals
Adermann1927,CP,Australian Country Party,Nationals
Adermann1927,NCP,National Country Party,Nationals
Adermann1927,NPA,National Party of Australia,Nationals
Ahern1871,LIB,Liberal Party of Australia,Liberals
Albanese1963,ALP,Australian Labor Party,Labor
Aldred1945,LIB,Liberal Party of Australia,Liberals
Alexander1951,LIB,Liberal Party of Australia,Liberals
Allan1916,CP,Australian Country Party,Nationals
Allen1966,LIB,Liberal Party of Australia,Liberals
Allison1946,AD,Australian Democrats,Australian Democrats
Alston1941,LIB,Liberal Party of Australia,Liberals
Aly1967,ALP,Australian Labor Party,Labor
Amour1900,ALP,Australian Labor Party,Labor
Amour1900,ALP,Australian Labor Party,Labor
Amour1900,ALP (N-C),Australian Labor Party (Non-Communist),Australian Labor Party (Non-Communist)
Anderson1909,LIB,Liberal Party of Australia,Liberals
Anderson1956,NP,The Nationals,Nationals
Anderson1956,NPA,National Party of Australia,Nationals
AndersonCharles1897,CP,Australian Country Party,Nationals
AndersonGordon1897,ALP,Australian Labor Party,Labor
Andren1946,IND,Independent,Independent
Andrew1866,CP,Australian Country Party,Nationals
Andrew1944,LIB,Liberal Party of Australia,Liberals
Andrews1900,ALP,Australian Labor Party,Labor
Andrews1900,ALP (A-C),Australian Labor Party (Anti-Communist),Australian Labor Party (Anti-Communist)
Andrews1955,LIB,Liberal Party of Australia,Liberals
Andrews1960,LIB,Liberal Party of Australia,Liberals
Anning1949,IND,Independent,Independent
Anning1949,KAP,Katters Australian Party,Katters Australian Party
Anning1949,PHON,Pauline Hansons One Nation,Pauline Hansons One Nation
Anstey1865,ALP,Australian Labor Party,Labor
Anstey1865,FLP,Federal Labor Party,Federal Labor Party
Anthony1897,CP,Australian Country Party,Nationals
Anthony1929,CP,Australian Country Party,Nationals
Anthony1929,NCP,National Country Party,Nationals
Anthony1929,NPA,National Party of Australia,Nationals
Anthony1961,NP,The Nationals,Nationals
Anthony1961,NPA,National Party of Australia,Nationals
Antic1974,LIB,Liberal Party of Australia,Liberals
Arbib1971,ALP,Australian Labor Party,Labor
Archer1871,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
Archer1929,LIB,Liberal Party of Australia,Liberals
Archer1975,LIB,Liberal Party of Australia,Liberals
Archibald1852,ALP,Australian Labor Party,Labor
Archibald1852,NAT,Nationalist Party,Nationalist Party
Arkins1888,UAP,United Australia Party,United Australia Party
Armitage1920,ALP,Australian Labor Party,Labor
Armstrong1908,ALP,Australian Labor Party,Labor
Armstrong1908,ALP,Australian Labor Party,Australian Labor Party
Armstrong1908,ALP (N-C),Australian Labor Party (Non-Communist),Australian Labor Party (Non-Communist)
Armstrong1909,CP,Australian Country Party,Nationals
Arnold1902,ALP,Australian Labor Party,Labor
Arthur1875,ALP,Australian Labor Party,Labor
Arthur1883,ALP,Australian Labor Party,Labor
Arthur1918,LIB,Liberal Party of Australia,Liberals
Ashley1881,ALP,Australian Labor Party,Labor
AshleyBrown1915,ALP,Australian Labor Party,Labor
Askew1963,LIB,Liberal Party of Australia,Liberals
Aston1916,LIB,Liberal Party of Australia,Liberals
Atkinson1867,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
Atkinson1867,CP,Australian Country Party,Nationals
Atkinson1867,LIB,Liberal Party of Australia,Liberal Party of Australia
Atkinson1867,NAT,Nationalist Party,Nationalist Party
Atkinson1867,NAT,Nationalist Party,Nationalist Party
Atkinson1948,LIB,Liberal Party of Australia,Liberals
Aulich1945,ALP,Australian Labor Party,Labor
Aylett1900,ALP,Australian Labor Party,Labor
Ayres,ALP,Australian Labor Party,Labor
Back1950,LIB,Liberal Party of Australia,Liberals
Badman1885,CP,Australian Country Party,Nationals
Badman1885,CP,Australian Country Party,Nationals
Badman1885,UAP,United Australia Party,United Australia Party
Bailey1946,LIB,Liberal Party of Australia,Liberals
Baillieu1937,LIB,Liberal Party of Australia,Liberals
Baird1942,LIB,Liberal Party of Australia,Liberals
Baker1841,FT,Free Trade,Free Trade
Baker1873,ALP,Australian Labor Party,Labor
Baker1903,FLP,Federal Labor Party,Federal Labor Party
Baker1958,LIB,Liberal Party of Australia,Liberals
Bakhap1866,LIB,Liberal Party of Australia,Liberals
Baldwin1951,ALP,Australian Labor Party,Labor
Baldwin1955,LIB,Liberal Party of Australia,Liberals
Bamford1849,ALP,Australian Labor Party,Labor
Bamford1849,NAT,Nationalist Party,Nationalist Party
Bandidt1906,CP,Australian Country Party,Nationals
Bandt1972,GRN,Australian Greens,Australian Greens
Banks1962,IND,Independent,Independent
Banks1962,LIB,Liberal Party of Australia,Liberals
Barker1846,ALP,Australian Labor Party,Labor
Barnard1890,ALP,Australian Labor Party,Labor
Barnard1890,FLP,Federal Labor Party,Federal Labor Party
Barnard1919,ALP,Australian Labor Party,Labor
Barnes1868,ALP,Australian Labor Party,Labor
Barnes1901,CP,Australian Country Party,Nationals
Barnett1962,LIB,Liberal Party of Australia,Liberals
Barresi1955,LIB,Liberal Party of Australia,Liberals
Barrett1858,ALP,Australian Labor Party,Labor
Bartlett1949,LIB,Liberal Party of Australia,Liberals
Bartlett1964,AD,Australian Democrats,Australian Democrats
Barton1849,PROT,Protectionist Party,Protectionist Party
Barwell1877,NAT,Nationalist Party,Nationalist Party
Barwick1903,LIB,Liberal Party of Australia,Liberals
Batchelor1865,ALP,Australian Labor Party,Labor
Bate1906,IND,Independent,Independent
Bate1906,LIB,Liberal Party of Australia,Liberals
Baume1930,LIB,Liberal Party of Australia,Liberals
Baume1935,LIB,Liberal Party of Australia,Liberals
Bayley1882,NAT,Nationalist Party,Nationalist Party
Beahan1937,ALP,Australian Labor Party,Labor
Beale1898,LIB,Liberal Party of Australia,Liberals
Beale1934,LIB,Liberal Party of Australia,Liberals
Beard1866,ALP,Australian Labor Party,Labor
Beasley1895,ALP,Australian Labor Party,Labor
Beasley1895,ALP,Australian Labor Party,Labor
Beasley1895,ALP,Australian Labor Party,Labor
Beasley1895,ALP (N-C),Australian Labor Party (Non-Communist),Australian Labor Party (Non-Communist)
Beasley1895,LANG LAB,Lang Labor Party,Lang Labor Party
Beaton1925,ALP,Australian Labor Party,Labor
Beazley1917,ALP,Australian Labor Party,Labor
Beazley1948,ALP,Australian Labor Party,Labor
Beck1882,UAP,United Australia Party,United Australia Party
Beddall1948,ALP,Australian Labor Party,Labor
Beerworth1886,ALP,Australian Labor Party,Labor
Bell1872,NAT,Nationalist Party,Nationalist Party
Bell1872,UAP,United Australia Party,United Australia Party
Bell1950,AD,Australian Democrats,Australian Democrats
Bell1968,LIB,Liberal Party of Australia,Liberals
Benn1897,ALP,Australian Labor Party,Labor
Bennett1872,ALP,Australian Labor Party,Labor
Bennett1874,LIB,Liberal Party of Australia,Liberals
Bennett1933,ALP,Australian Labor Party,Labor
Benny1869,NAT,Nationalist Party,Nationalist Party
Benson1909,ALP,Australian Labor Party,Labor
Benson1909,IND,Independent,Independent
Berinson1932,ALP,Australian Labor Party,Labor
Bernardi1969,LIB,Liberal Party of Australia,Liberals
Bernardi1969,IND,Independent,Independent Labor
Bernardi1969,ACP,Australian Conservative Party,Conservative
Berry1907,LIB,Liberal Party of Australia,Liberals
Bessell1923,LIB,Liberal Party of Australia,Liberals
Best1856,LIB,Liberal Party of Australia,Liberal Party of Australia
Best1856,NAT,Nationalist Party,Nationalist Party
Best1856,PROT,Protectionist Party,Protectionist Party
Bevis1955,ALP,Australian Labor Party,Labor
Bidgood1959,ALP,Australian Labor Party,Labor
Billson1966,LIB,Liberal Party of Australia,Liberals
Bilney1939,ALP,Australian Labor Party,Labor
Bilyk1959,ALP,Australian Labor Party,Labor
Bird1906,ALP,Australian Labor Party,Labor
Bird1962,ALP,Australian Labor Party,Labor
Birmingham1974,LIB,Liberal Party of Australia,Liberals
Birney1928,LIB,Liberal Party of Australia,Liberals
Birrell1913,ALP,Australian Labor Party,Labor
Bishop1913,ALP,Australian Labor Party,Labor
Bishop1942,LIB,Liberal Party of Australia,Liberals
Bishop1954,ALP,Australian Labor Party,Labor
Bishop1956,LIB,Liberal Party of Australia,Liberals
BjelkePetersen1920,NCP,National Country Party,Nationals
BjelkePetersen1920,NPA,National Party of Australia,Nationals
Black1952,ALP,Australian Labor Party,Labor
Blackburn1880,ALP,Australian Labor Party,Labor
Blackburn1880,FLP,Federal Labor Party,Federal Labor Party
Blackburn1880,IND LAB,Independent Labor,Independent Labor
Blackburn1889,IND LAB,Independent Labor,Independent Labor
Blacklow1879,UAP,United Australia Party,United Australia Party
Blackwood1861,FT,Free Trade,Free Trade
Blain1894,IND,Independent,Independent
Blakeley1886,ALP,Australian Labor Party,Labor
Blakeley1886,FLP,Federal Labor Party,Federal Labor Party
Blakey1879,ALP,Australian Labor Party,Labor
Blanchard1929,ALP,Australian Labor Party,Labor
Bland1882,LIB,Liberal Party of Australia,Liberals
Blewett1933,ALP,Australian Labor Party,Labor
Blundell1871,NAT,Nationalist Party,Nationalist Party
Blunt1951,NPA,National Party of Australia,Nationals
Bolkus1950,ALP,Australian Labor Party,Labor
Bolton1860,NAT,Nationalist Party,Nationalist Party
Bonner1922,IND,Independent,Independent
Bonner1922,LIB,Liberal Party of Australia,Liberals
Bonnett1916,LIB,Liberal Party of Australia,Liberals
Bonython1848,PROT,Protectionist Party,Protectionist Party
Bosman1924,LIB,Liberal Party of Australia,Liberals
Bostock1892,LIB,Liberal Party of Australia,Liberals
Boswell1940,NP,The Nationals,Nationals
Boswell1940,NPA,National Party of Australia,Nationals
Bourchier1929,LIB,Liberal Party of Australia,Liberals
Bourke1913,ALP,Australian Labor Party,Labor
Bourke1913,ALP (A-C),Australian Labor Party (Anti-Communist),Australian Labor Party (Anti-Communist)
Bourne1954,AD,Australian Democrats,Australian Democrats
Bowden1871,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
Bowden1871,NAT,Nationalist Party,Nationalist Party
Bowden1888,CP,Australian Country Party,Nationals
Bowen1911,LIB,Liberal Party of Australia,Liberals
Bowen1922,ALP,Australian Labor Party,Labor
Bowen1973,ALP,Australian Labor Party,Labor
Boyce1951,LIB,Liberal Party of Australia,Liberals
Boyd1867,LIB,Liberal Party of Australia,Liberals
Boyd1867,NAT,Nationalist Party,Nationalist Party
Bradbury1976,ALP,Australian Labor Party,Labor
Braddon1829,FT,Free Trade,Free Trade
Bradfield1933,LIB,Liberal Party of Australia,Liberals
Bradford1946,CDP,Christian Democratic Party,Christian Democratic Party
Bradford1946,LIB,Liberal Party of Australia,Liberals
Bragg1984,LIB,Liberal Party of Australia,Liberals
Braithwaite1933,NCP,National Country Party,Nationals
Braithwaite1933,NPA,National Party of Australia,Nationals
Brand1873,LIB,Liberal Party of Australia,Liberal Party of Australia
Brand1873,UAP,United Australia Party,United Australia Party
Brand1888,CP,Australian Country Party,Nationals
Brandis1957,LIB,Liberal Party of Australia,Liberals
Branson1918,LIB,Liberal Party of Australia,Liberals
Breen1898,ALP,Australian Labor Party,Labor
Breen1902,LIB,Liberal Party of Australia,Liberals
Brennan1866,UAP,United Australia Party,United Australia Party
Brennan1873,ALP,Australian Labor Party,Labor
Brennan1873,ALP,Australian Labor Party,Labor
Brennan1873,FLP,Federal Labor Party,Federal Labor Party
Brereton1946,ALP,Australian Labor Party,Labor
BridgesMaxwell1929,LIB,Liberal Party of Australia,Liberals
Briggs1977,LIB,Liberal Party of Australia,Liberals
Brimblecombe1898,CP,Australian Country Party,Nationals
Broad1975,NP,The Nationals,The Nationals
Broadbent1950,LIB,Liberal Party of Australia,Liberals
Brockman1970,LIB,Liberal Party of Australia,Liberals
Brodtmann1963,ALP,Australian Labor Party,Labor
Brough1961,LIB,Liberal Party of Australia,Liberals
Brown1843,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
Brown1861,ALP,Australian Labor Party,Labor
Brown1885,ALP,Australian Labor Party,Labor
Brown1885,FLP,Federal Labor Party,Labor
Brown1894,LIB,Liberal Party of Australia,Liberals
Brown1920,ALP,Australian Labor Party,Labor
Brown1931,ALP,Australian Labor Party,Labor
Brown1933,ALP,Australian Labor Party,Labor
Brown1940,LIB,Liberal Party of Australia,Liberals
Brown1944,GRN,Australian Greens,Australian Greens
Brown1963,ALP,Australian Labor Party,Labor
Brownbill1914,LIB,Liberal Party of Australia,Liberals
Browne1924,LIB,Liberal Party of Australia,Liberals
Brownhill1935,NPA,National Party of Australia,Nationals
Bruce1883,NAT,Nationalist Party,Nationalist Party
Bruce1883,UAP,United Australia Party,United Australia Party
Bruce1884,ALP,Australian Labor Party,Labor
Brumby1953,ALP,Australian Labor Party,Labor
Bryant1914,ALP,Australian Labor Party,Labor
Bryson1898,ALP,Australian Labor Party,Labor
Bryson1898,ALP (A-C),Australian Labor Party (Anti-Communist),Australian Labor Party (Anti-Communist)
Buchanan1905,IND,Independent,Independent
Buchanan1905,LIB,Liberal Party of Australia,Liberals
Buchholz1968,LIB,Liberal Party of Australia,Liberals
Buckland1947,ALP,Australian Labor Party,Labor
Bull1905,CP,Australian Country Party,Nationals
Bullock1955,ALP,Australian Labor Party,Labor
Bungey1934,LIB,Liberal Party of Australia,Liberals
Bunton1902,IND,Independent,Independent
Burchell1883,ALP,Australian Labor Party,Labor
Burchell1883,NAT,Nationalist Party,Nationalist Party
Burke1910,ALP,Australian Labor Party,Labor
Burke1966,ALP,Australian Labor Party,Labor
Burke1969,ALP,Australian Labor Party,Labor
Burney1957,ALP,Australian Labor Party,Labor
Burns1869,ALP,Australian Labor Party,Labor
Burns1929,ALP,Australian Labor Party,Labor
Burns1933,LIB,Liberal Party of Australia,Liberals
Burns1987,ALP,Australian Labor Party,Labor
Burr1939,LIB,Liberal Party of Australia,Liberals
Burston1948,PHON,Pauline Hansons One Nation,Pauline Hansons One Nation
Bury1913,LIB,Liberal Party of Australia,Liberals
Bushby1965,LIB,Liberal Party of Australia,Liberals
Butler1970,ALP,Australian Labor Party,Labor
Butler1977,ALP,Australian Labor Party,Labor
Buttfield1912,LIB,Liberal Party of Australia,Liberals
Button1932,ALP,Australian Labor Party,Labor
Buzacott1867,ALP,Australian Labor Party,Labor
Buzacott1867,NAT,Nationalist Party,Nationalist Party
Byrne1910,ALP,Australian Labor Party,Labor
Byrne1910,DLP,Democratic Labor Party,Democratic Labor Party
Byrne1910,QLP,Queensland Labor Party,Queensland Labor Party
Byrne1962,ALP,Australian Labor Party,Labor
Cadman1937,LIB,Liberal Party of Australia,Liberals
Cairns1914,ALP,Australian Labor Party,Labor
Cairns1929,LIB,Liberal Party of Australia,Liberals
Calder1916,CP,Australian Country Party,Nationals
Calder1916,NCP,National Country Party,Nationals
Calvert1940,LIB,Liberal Party of Australia,Liberals
Calwell1896,ALP,Australian Labor Party,Labor
Cameron1851,FT,Free Trade,Free Trade
Cameron1857,PROT,Protectionist Party,Protectionist Party
Cameron1873,LIB,Liberal Party of Australia,Liberals
Cameron1873,NAT,Nationalist Party,Nationalist Party
Cameron1873,UAP,United Australia Party,United Australia Party
Cameron1878,ALP,Australian Labor Party,Labor
Cameron1879,NAT,Nationalist Party,Nationalist Party
Cameron1895,CP,Australian Country Party,Nationals
Cameron1895,LCL,Liberal Country League,Liberal Country League
Cameron1895,LIB,Liberal Party of Australia,Liberal Party of Australia
Cameron1895,LIB,Liberal Party of Australia,Liberal Party of Australia
Cameron1900,LIB,Liberal Party of Australia,Liberals
Cameron1913,ALP,Australian Labor Party,Labor
Cameron1914,ALP,Australian Labor Party,Labor
Cameron1917,ALP,Australian Labor Party,Labor
Cameron1930,LIB,Liberal Party of Australia,Liberals
Cameron1935,LIB,Liberal Party of Australia,Liberals
Cameron1938,NCP,National Country Party,Nationals
Cameron1938,NPA,National Party of Australia,Nationals
Cameron1940,LIB,Liberal Party of Australia,Liberals
Cameron1965,LIB,Liberal Party of Australia,Liberals
CameronDouglas1951,ALP,Australian Labor Party,Labor
CameronEoin1951,LIB,Liberal Party of Australia,Liberals
Campbell1939,ALP,Australian Labor Party,Labor
Campbell1939,IND,Independent,Independent
Campbell1943,ALP,Australian Labor Party,Labor
Campbell1959,LIB,Liberal Party of Australia,Liberals
Campbell1972,ALP,Australian Labor Party,Labor
Canavan1980,NP,The Nationals,The Nationals
Cann1871,ALP,Australian Labor Party,Labor
Cant1907,ALP,Australian Labor Party,Labor
Carige1938,NCP,National Country Party,Nationals
Carlton1935,LIB,Liberal Party of Australia,Liberals
Carpenter1863,ALP,Australian Labor Party,Labor
Carr1875,ALP,Australian Labor Party,Labor
Carr1875,NAT,Nationalist Party,Nationalist Party
Carr1947,ALP,Australian Labor Party,Labor
Carr1955,ALP,Australian Labor Party,Labor
Carrick1918,LIB,Liberal Party of Australia,Liberals
Carroll1872,CP,Australian Country Party,Nationals
Casey1890,LIB,Liberal Party of Australia,Liberal Party of Australia
Casey1890,UAP,United Australia Party,United Australia Party
Cash1919,LIB,Liberal Party of Australia,Liberals
Cash1970,LIB,Liberal Party of Australia,Liberals
Cass1927,ALP,Australian Labor Party,Labor
Catley1942,ALP,Australian Labor Party,Labor
Catts1877,ALP,Australian Labor Party,Labor
Causley1940,NP,The Nationals,Nationals
Causley1940,NPA,National Party of Australia,Nationals
Cavanagh1913,ALP,Australian Labor Party,Labor
Chalmers1978,ALP,Australian Labor Party,Labor
Chamarette1948,GWA,The Greens (WA) Inc,The Greens (WA) Inc
Chamberlain1884,LIB,Liberal Party of Australia,Liberals
Chambers1897,ALP,Australian Labor Party,Labor
Champion1972,ALP,Australian Labor Party,Labor
Chandler1990,LIB,Liberal Party of Australia,Liberals
Chaney1914,LIB,Liberal Party of Australia,Liberals
Chaney1941,LIB,Liberal Party of Australia,Liberals
Chanter1845,ALP,Australian Labor Party,Labor
Chanter1845,NAT,Nationalist Party,Nationalist Party
Chanter1845,NAT & FARMERS,Nationalist and Farmers,Nationalist and Farmers
Chanter1845,PROT,Protectionist Party,Protectionist Party
Chapman1864,LIB,Liberal Party of Australia,Liberal Party of Australia
Chapman1864,NAT,Nationalist Party,Nationalist Party
Chapman1864,PROT,Protectionist Party,Protectionist Party
Chapman1879,CP,Australian Country Party,Nationals
Chapman1949,LIB,Liberal Party of Australia,Liberals
Charles1936,LIB,Liberal Party of Australia,Liberals
Charles1948,ALP,Australian Labor Party,Labor
Charleston1848,FT,Free Trade,Free Trade
Charlesworth1952,ALP,Australian Labor Party,Labor
Charlton1866,ALP,Australian Labor Party,Labor
Chataway1864,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
Cheeseman1976,ALP,Australian Labor Party,Labor
Cherry1965,AD,Australian Democrats,Australian Democrats
Chester1967,NP,The Nationals,The Nationals
Chesters1980,ALP,Australian Labor Party,Labor
Chifley1885,ALP,Australian Labor Party,Labor
Child1921,ALP,Australian Labor Party,Labor
Childs1934,ALP,Australian Labor Party,Labor
Chipp1925,AD,Australian Democrats,Australian Democrats
Chipp1925,IND,Independent,Independent
Chipp1925,LIB,Liberal Party of Australia,Liberals
Chisholm1978,ALP,Australian Labor Party,Labor
Chresby1908,LIB,Liberal Party of Australia,Liberals
Christensen1978,NP,The Nationals,The Nationals
Chynoweth1941,ALP,Australian Labor Party,Labor
Ciccone1983,ALP,Australian Labor Party,Labor
Ciobo1974,LIB,Liberal Party of Australia,Liberals
Clare1972,ALP,Australian Labor Party,Labor
Clarey1890,ALP,Australian Labor Party,Labor
Clark1897,ALP,Australian Labor Party,Labor
Clark1897,LANG LAB,Lang Labor Party,Lang Labor Party
Clarke1857,PROT,Protectionist Party,Protectionist Party
Clasby1891,UAP,United Australia Party,United Australia Party
Clay1900,ALP,Australian Labor Party,Labor
Claydon1964,ALP,Australian Labor Party,Labor
Clayton1942,ALP,Australian Labor Party,Labor
Cleary1952,IND,Independent,Independent
Cleaver1917,LIB,Liberal Party of Australia,Liberals
Cleeland1938,ALP,Australian Labor Party,Labor
Clemons1862,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
Clemons1862,FT,Free Trade,Free Trade
Clemons1862,LIB,Liberal Party of Australia,Liberals
Clothier1877,ALP,Australian Labor Party,Labor
Coates1944,ALP,Australian Labor Party,Labor
Cobb1945,NPA,National Party of Australia,Nationals
Cobb1950,NP,The Nationals,Nationals
Cobb1950,NPA,National Party of Australia,Nationals
Cockle1908,LIB,Liberal Party of Australia,Liberals
Cohen1918,ALP,Australian Labor Party,Labor
Cohen1935,ALP,Australian Labor Party,Labor
Coker1962,ALP,Australian Labor Party,Labor
Colbeck1958,LIB,Liberal Party of Australia,Liberals
Cole1908,ALP,Australian Labor Party,Labor
Cole1908,ALP (A-C),Australian Labor Party (Anti-Communist),Australian Labor Party (Anti-Communist)
Cole1908,DLP,Democratic Labor Party,Democratic Labor Party
Colebatch1872,NAT,Nationalist Party,Nationalist Party
Coleman1892,ALP,Australian Labor Party,Labor
Coleman1928,LIB,Liberal Party of Australia,Liberals
Coleman1931,ALP,Australian Labor Party,Labor
Coleman1974,LIB,Liberal Party of Australia,Liberals
Coles1892,IND,Independent,Independent
Collard1912,ALP,Australian Labor Party,Labor
Collard1936,NCP,National Country Party,Nationals
Collard1936,NPA,National Party of Australia,Nationals
Collett1877,NAT,Nationalist Party,Nationalist Party
Collett1877,UAP,United Australia Party,United Australia Party
Collings1865,ALP,Australian Labor Party,Australian Labor Party
Collings1865,FLP,Federal Labor Party,Federal Labor Party
Collins1878,CP,Australian Country Party,Nationals
Collins1886,CP,Australian Country Party,Nationals
Collins1946,ALP,Australian Labor Party,Labor
Collins1962,ALP,Australian Labor Party,Labor
Collins1971,ALP,Australian Labor Party,Labor
Colston1938,ALP,Australian Labor Party,Labor
Colston1938,IND,Independent,Independent
Comber1919,ALP,Australian Labor Party,Labor
Combet1958,ALP,Australian Labor Party,Labor
Conaghan1971,NP,The Nationals,The Nationals
Conelan1895,ALP,Australian Labor Party,Labor
Connelly1978,LIB,Liberal Party of Australia,Liberals
Connolly1939,LIB,Liberal Party of Australia,Liberals
Connor1907,ALP,Australian Labor Party,Labor
Conquest1930,NPA,National Party of Australia,Nationals
Conroy1864,FT,Free Trade,Free Trade
Conroy1864,LIB,Liberal Party of Australia,Liberal Party of Australia
Conroy1963,ALP,Australian Labor Party,Labor
Conroy1979,ALP,Australian Labor Party,Labor
Considine1885,ALP,Australian Labor Party,Labor
Considine1885,IND LAB,Independent Labor,Independent Labor
Cook1860,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
Cook1860,FT,Free Trade,Free Trade
Cook1860,LIB,Liberal Party of Australia,Liberal Party of Australia
Cook1860,NAT,Nationalist Party,Nationalist Party
Cook1868,CP,Australian Country Party,Nationals
Cook1868,VFU,Victorian Farmers Union,Victorian Farmers Union
Cook1943,ALP,Australian Labor Party,Labor
Cooke1847,FT,Free Trade,Free Trade
Cooke1904,ALP,Australian Labor Party,Labor
Cooke1938,LIB,Liberal Party of Australia,Liberals
Coon1869,PROT,Protectionist Party,Protectionist Party
Coonan1947,LIB,Liberal Party of Australia,Liberals
Cooney1934,ALP,Australian Labor Party,Labor
Cooper1888,CP,Australian Country Party,Nationals
Cooper1888,NAT,Nationalist Party,Nationalist Party
Cope1907,ALP,Australian Labor Party,Labor
Corbett1906,CP,Australian Country Party,Nationals
Corbett1906,NCP,National Country Party,Nationals
Corboy1896,ALP,Australian Labor Party,Labor
Corcoran1951,ALP,Australian Labor Party,Labor
Cormack1906,LIB,Liberal Party of Australia,Liberals
Cormann1970,LIB,Liberal Party of Australia,Liberals
Corser1852,LIB,Liberal Party of Australia,Liberals
Corser1852,NAT,Nationalist Party,Nationalist Party
Corser1882,CP,Australian Country Party,Nationals
Costa1900,ALP,Australian Labor Party,Labor
Costello1957,LIB,Liberal Party of Australia,Liberals
Cotter1935,LIB,Liberal Party of Australia,Liberals
Cotton1915,LIB,Liberal Party of Australia,Liberals
Coulter1930,AD,Australian Democrats,Australian Democrats
Coulton1958,NP,The Nationals,The Nationals
Courtenay1879,UAP,United Australia Party,United Australia Party
Courtice1885,ALP,Australian Labor Party,Labor
Courtice1950,ALP,Australian Labor Party,Labor
Courtnay1903,ALP,Australian Labor Party,Labor
Coutts1908,ALP,Australian Labor Party,Labor
Cowan1926,NCP,National Country Party,Nationals
Cowan1926,NPA,National Party of Australia,Nationals
Cox1863,NAT,Nationalist Party,Nationalist Party
Cox1863,UAP,United Australia Party,United Australia Party
Cox1954,ALP,Australian Labor Party,Labor
Cox1977,GRN,Australian Greens,Liberals
Cramer1897,LIB,Liberal Party of Australia,Liberals
Crane1941,LIB,Liberal Party of Australia,Liberals
Crawford1865,NAT,Nationalist Party,Nationalist Party
Crawford1865,UAP,United Australia Party,United Australia Party
Crawford1947,ALP,Australian Labor Party,Labor
Crean1916,ALP,Australian Labor Party,Labor
Crean1949,ALP,Australian Labor Party,Labor
Cremean1907,ALP,Australian Labor Party,Labor
Cremean1907,ALP (A-C),Australian Labor Party (Anti-Communist),Australian Labor Party (Anti-Communist)
Crewther1983,LIB,Liberal Party of Australia,Liberals
CrichtonBrowne1944,IND LIB,Independent Liberal,Independent Liberal
CrichtonBrowne1944,LIB,Liberal Party of Australia,Liberals
Critchley1892,ALP,Australian Labor Party,Labor
Croft1871,ALP,Australian Labor Party,Labor
Crook1959,NATS WA,National Party of Australia (WA),Nationals
Crosio1939,ALP,Australian Labor Party,Labor
Cross1929,ALP,Australian Labor Party,Labor
Crossin1956,ALP,Australian Labor Party,Labor
Crouch1868,ALP,Australian Labor Party,Labor
Crouch1868,PROT,Protectionist Party,Protectionist Party
Crowley1938,ALP,Australian Labor Party,Labor
Cruickshank1853,PROT,Protectionist Party,Protectionist Party
Culleton1964,IND,Independent,Independent
Culleton1964,PHON,Pauline Hansons One Nation,Pauline Hansons One Nation
Culley1877,ALP,Australian Labor Party,Labor
Culpin1846,ALP,Australian Labor Party,Labor
Cunningham1879,ALP,Australian Labor Party,Labor
Cunningham1889,ALP,Australian Labor Party,Labor
Cunningham1939,ALP,Australian Labor Party,Labor
Curtin1885,ALP,Australian Labor Party,Labor
Curtin1885,ALP,Australian Labor Party,Labor
Curtin1885,FLP,Federal Labor Party,Federal Labor Party
Curtin1898,ALP,Australian Labor Party,Labor
Cusack1868,ALP,Australian Labor Party,Labor
Daly1891,ALP,Australian Labor Party,Labor
Daly1912,ALP,Australian Labor Party,Labor
Danby1955,ALP,Australian Labor Party,Labor
Dankel1864,ALP,Australian Labor Party,Labor
Dankel1864,NAT,Nationalist Party,Nationalist Party
Darcey1870,ALP,Australian Labor Party,Labor
Dargavel1966,ALP,Australian Labor Party,Labor
Darling1936,ALP,Australian Labor Party,Labor
Dastyari1983,ALP,Australian Labor Party,Labor
DAth1970,ALP,Australian Labor Party,Labor
Davey1972,NP,The Nationals,The Nationals
Davidson1897,CP,Australian Country Party,Nationals
Davidson1897,LIB,Liberal Party of Australia,Liberals
Davidson1915,LIB,Liberal Party of Australia,Liberals
Davies1884,ALP,Australian Labor Party,Labor
Davies1919,ALP,Australian Labor Party,Labor
Davis1900,LIB,Liberal Party of Australia,Liberals
Dawkins1947,ALP,Australian Labor Party,Labor
Dawson1863,ALP,Australian Labor Party,Labor
